P1_to_P2_relative_position,P1_to_obs_1_relative_position,P1_to_obs_2_relative_position,P1_to_obs_3_relative_position,P1_to_obs_4_relative_position,P1_to_obs_5_relative_position,P2_to_obs_1_relative_position,P2_to_obs_2_relative_position,P2_to_obs_3_relative_position,P2_to_obs_4_relative_position,P2_to_obs_5_relative_position,P1_to_goal_relative_position,P2_to_goal_relative_position,P1_action,P2_action,reward,timestamp_milliseconds
"(-47, 0)","(0.0, -27.0)","(-23, -42)","(-55.0, 0.0)","(-12, 54)","(0.0, -65.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-397, 113)","(-350, 113)",1,4,200,13571
"(-46, 0)","(0.0, -27.0)","(-22, -42)","(-54.0, 0.0)","(-11, 54)","(0.0, -65.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-396, 113)","(-350, 113)",1,4,200,13607
"(-45, 0)","(0.0, -27.0)","(-21, -42)","(-53.0, 0.0)","(-10, 54)","(0.0, -65.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-395, 113)","(-350, 113)",1,4,200,13643
"(-44, 0)","(0.0, -27.0)","(-20, -42)","(-52.0, 0.0)","(-9, 54)","(0.0, -65.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-394, 113)","(-350, 113)",1,4,200,13679
"(-43, 0)","(0.0, -27.0)","(-19, -42)","(-51.0, 0.0)","(-8, 54)","(0.0, -65.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-393, 113)","(-350, 113)",1,4,200,13714
"(-42, 0)","(0.0, -27.0)","(-18, -42)","(-50.0, 0.0)","(-7, 54)","(0.0, -65.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-392, 113)","(-350, 113)",1,4,200,13750
"(-41, 0)","(0.0, -27.0)","(-17, -42)","(-49.0, 0.0)","(-6, 54)","(0.0, -65.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-391, 113)","(-350, 113)",1,4,200,13786
"(-40, 0)","(0.0, -27.0)","(-16, -42)","(-48.0, 0.0)","(-5, 54)","(0.0, -65.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-390, 113)","(-350, 113)",1,4,200,13893
"(-39, 0)","(0.0, -27.0)","(-15, -42)","(-47.0, 0.0)","(-4, 54)","(0.0, -65.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-389, 113)","(-350, 113)",1,4,200,13929
"(-38, 0)","(0.0, -27.0)","(-14, -42)","(-46.0, 0.0)","(-3, 54)","(0.0, -65.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-388, 113)","(-350, 113)",1,4,200,13964
"(-37, 0)","(0.0, -27.0)","(-13, -42)","(-45.0, 0.0)","(-2, 54)","(0.0, -65.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-387, 113)","(-350, 113)",1,4,200,14000
"(-36, 0)","(0.0, -27.0)","(-12, -42)","(-44.0, 0.0)","(-1, 54)","(0.0, -65.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-386, 113)","(-350, 113)",1,4,200,14036
"(-35, 0)","(0.0, -27.0)","(-43.0, 0.0)","(-11, -42)","(0, 54)","(0.0, -65.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-385, 113)","(-350, 113)",1,4,200,14071
"(-34, 0)","(0.0, -27.0)","(-42.0, 0.0)","(-10, -42)","(0.0, 54.0)","(0.0, -65.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-384, 113)","(-350, 113)",1,4,200,14107
"(-33, 0)","(0.0, -27.0)","(-41.0, 0.0)","(-9, -42)","(0.0, 54.0)","(0.0, -65.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-383, 113)","(-350, 113)",1,4,200,14143
"(-32, 0)","(0.0, -27.0)","(-40.0, 0.0)","(-8, -42)","(0.0, 54.0)","(0.0, -65.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-382, 113)","(-350, 113)",1,4,200,14179
"(-31, 0)","(0.0, -27.0)","(-39.0, 0.0)","(-7, -42)","(0.0, 54.0)","(0.0, -65.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-381, 113)","(-350, 113)",1,4,200,14214
"(-30, 0)","(0.0, -27.0)","(-38.0, 0.0)","(-6, -42)","(0.0, 54.0)","(0.0, -65.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-380, 113)","(-350, 113)",1,4,200,14250
"(-29, 0)","(0.0, -27.0)","(-37.0, 0.0)","(-5, -42)","(0.0, 54.0)","(0.0, -65.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-379, 113)","(-350, 113)",1,4,200,14286
"(-28, 0)","(0.0, -27.0)","(-36.0, 0.0)","(-4, -42)","(0.0, 54.0)","(0.0, -65.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-378, 113)","(-350, 113)",1,4,200,14321
"(-27, 0)","(0.0, -27.0)","(-35.0, 0.0)","(-3, -42)","(0.0, 54.0)","(0.0, -65.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-377, 113)","(-350, 113)",1,4,200,14357
"(-26, 0)","(0.0, -27.0)","(-34.0, 0.0)","(-2, -42)","(0.0, 54.0)","(0.0, -65.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-376, 113)","(-350, 113)",1,4,200,14393
"(-25, 0)","(0.0, -27.0)","(-33.0, 0.0)","(-1, -42)","(0.0, 54.0)","(0.0, -65.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-375, 113)","(-350, 113)",1,4,200,14429
"(-24, 0)","(0.0, -27.0)","(-32.0, 0.0)","(0, -42)","(0.0, 54.0)","(0.0, -65.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-374, 113)","(-350, 113)",1,4,200,14464
"(-23, 0)","(0.0, -27.0)","(-31.0, 0.0)","(0.0, -42.0)","(0.0, 54.0)","(0.0, -65.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-373, 113)","(-350, 113)",1,4,200,14500
"(-22, 0)","(0.0, -27.0)","(-30.0, 0.0)","(0.0, -42.0)","(0.0, 54.0)","(0, -65)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-372, 113)","(-350, 113)",1,4,200,14536
"(-21, 0)","(0.0, -27.0)","(-29.0, 0.0)","(0.0, -42.0)","(0.0, 54.0)","(1, -65)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-371, 113)","(-350, 113)",1,4,200,14571
"(-20, 0)","(0.0, -27.0)","(-28.0, 0.0)","(0.0, -42.0)","(0.0, 54.0)","(2, -65)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-370, 113)","(-350, 113)",1,4,200,14607
"(-19, 0)","(0.0, -27.0)","(-27.0, 0.0)","(0.0, -42.0)","(0.0, 54.0)","(3, -65)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-369, 113)","(-350, 113)",1,4,200,14643
"(-18, 0)","(-26.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(0.0, 54.0)","(4, -65)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-368, 113)","(-350, 113)",1,4,200,14679
"(-18, -1)","(-26.0, 0.0)","(0.0, -28.0)","(0.0, -43.0)","(0.0, 53.0)","(4, -66)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-368, 112)","(-350, 113)",2,4,200,14821
"(-18, -2)","(-26.0, 0.0)","(0.0, -29.0)","(0.0, -44.0)","(0.0, 52.0)","(4, -67)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-368, 111)","(-350, 113)",2,4,200,14857
"(-18, -3)","(-26.0, 0.0)","(0.0, -30.0)","(0.0, -45.0)","(0.0, 51.0)","(4, -68)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-368, 110)","(-350, 113)",2,4,200,14893
"(-18, -4)","(-26.0, 0.0)","(0.0, -31.0)","(0.0, -46.0)","(0.0, 50.0)","(4, -69)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-368, 109)","(-350, 113)",2,4,200,14929
"(-18, -5)","(-26.0, 0.0)","(0.0, -32.0)","(0.0, -47.0)","(0.0, 49.0)","(4, -70)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-368, 108)","(-350, 113)",2,4,200,14964
"(-18, -6)","(-26.0, 0.0)","(0.0, -33.0)","(0.0, 48.0)","(0.0, -48.0)","(4, -71)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-368, 107)","(-350, 113)",2,4,200,15000
"(-18, -7)","(-26.0, 0.0)","(0.0, -34.0)","(0.0, 47.0)","(0.0, -49.0)","(4, -72)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-368, 106)","(-350, 113)",2,4,200,15036
"(-18, -8)","(-26.0, 0.0)","(0.0, -35.0)","(0.0, 46.0)","(0.0, -50.0)","(4, -73)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-368, 105)","(-350, 113)",2,4,200,15071
"(-18, -9)","(-26.0, 0.0)","(0.0, -36.0)","(0.0, 45.0)","(0.0, -51.0)","(4, -74)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-368, 104)","(-350, 113)",2,4,200,15107
"(-18, -10)","(-26.0, 0.0)","(0.0, -37.0)","(0.0, 44.0)","(0.0, -52.0)","(-30, 67)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-368, 103)","(-350, 113)",2,4,200,15143
"(-18, -11)","(-26.0, 0.0)","(0.0, -38.0)","(0.0, 43.0)","(0.0, -53.0)","(-30, 66)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-368, 102)","(-350, 113)",2,4,200,15179
"(-18, -12)","(-26.0, 0.0)","(0.0, -39.0)","(0.0, 42.0)","(0.0, -54.0)","(-30, 65)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-368, 101)","(-350, 113)",2,4,200,15214
"(-18, -13)","(-26.0, 0.0)","(0.0, -40.0)","(0.0, 41.0)","(0.0, -55.0)","(-30, 64)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-368, 100)","(-350, 113)",2,4,200,15250
"(-18, -14)","(-26.0, 0.0)","(0.0, 40.0)","(0.0, -41.0)","(0.0, -56.0)","(-30, 63)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-368, 99)","(-350, 113)",2,4,200,15286
"(-19, -14)","(-27.0, 0.0)","(0.0, 40.0)","(0.0, -41.0)","(0.0, -56.0)","(-31, 63)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-369, 99)","(-350, 113)",0,4,200,15321
"(-20, -14)","(-28.0, 0.0)","(0.0, 40.0)","(0.0, -41.0)","(0.0, -56.0)","(-32, 63)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-370, 99)","(-350, 113)",0,4,200,15357
"(-21, -14)","(-29.0, 0.0)","(0.0, 40.0)","(0.0, -41.0)","(0.0, -56.0)","(-33, 63)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-371, 99)","(-350, 113)",0,4,200,15393
"(-22, -14)","(-30.0, 0.0)","(0.0, 40.0)","(0.0, -41.0)","(0.0, -56.0)","(-34, 63)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-372, 99)","(-350, 113)",0,4,200,15429
"(-23, -14)","(-31.0, 0.0)","(0.0, 40.0)","(0.0, -41.0)","(0.0, -56.0)","(-35, 63)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-373, 99)","(-350, 113)",0,4,200,15464
"(-24, -14)","(-32.0, 0.0)","(0.0, 40.0)","(0.0, -41.0)","(0, -56)","(-36, 63)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-374, 99)","(-350, 113)",0,4,200,15500
"(-25, -14)","(-33.0, 0.0)","(0.0, 40.0)","(0.0, -41.0)","(-1, -56)","(-37, 63)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-375, 99)","(-350, 113)",0,4,200,15536
"(-26, -14)","(-34.0, 0.0)","(0.0, 40.0)","(0.0, -41.0)","(-2, -56)","(-38, 63)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-376, 99)","(-350, 113)",0,4,200,15571
"(-27, -14)","(-35.0, 0.0)","(0.0, 40.0)","(0.0, -41.0)","(-3, -56)","(-39, 63)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-377, 99)","(-350, 113)",0,4,200,15607
"(-28, -14)","(-36.0, 0.0)","(0.0, 40.0)","(0.0, -41.0)","(-4, -56)","(-40, 63)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-378, 99)","(-350, 113)",0,4,200,15643
"(-29, -14)","(-37.0, 0.0)","(0.0, 40.0)","(0.0, -41.0)","(-5, -56)","(-41, 63)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-379, 99)","(-350, 113)",0,4,200,15679
"(-30, -14)","(-38.0, 0.0)","(0.0, 40.0)","(0.0, -41.0)","(-6, -56)","(-42, 63)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-380, 99)","(-350, 113)",0,4,200,15714
"(-31, -14)","(-39.0, 0.0)","(0.0, 40.0)","(0.0, -41.0)","(-7, -56)","(-43, 63)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-381, 99)","(-350, 113)",0,4,200,15750
"(-32, -14)","(0.0, 40.0)","(-40.0, 0.0)","(0.0, -41.0)","(-8, -56)","(-44, 63)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-382, 99)","(-350, 113)",0,4,200,15786
"(-32, -15)","(0.0, 39.0)","(-40.0, 0.0)","(0.0, -42.0)","(-8, -57)","(-44, 62)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-382, 98)","(-350, 113)",2,4,200,15821
"(-32, -16)","(0.0, 38.0)","(-40.0, 0.0)","(0.0, -43.0)","(-8, -58)","(-44, 61)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-382, 97)","(-350, 113)",2,4,200,15857
"(-32, -17)","(0.0, 37.0)","(-40.0, 0.0)","(0.0, -44.0)","(-8, -59)","(-44, 60)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-382, 96)","(-350, 113)",2,4,200,15893
"(-32, -18)","(0.0, 36.0)","(-40.0, 0.0)","(0.0, -45.0)","(-8, -60)","(-44, 59)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-382, 95)","(-350, 113)",2,4,200,15929
"(-32, -19)","(0.0, 35.0)","(-40.0, 0.0)","(0.0, -46.0)","(-8, -61)","(-44, 58)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-382, 94)","(-350, 113)",2,4,200,15964
"(-32, -20)","(0.0, 34.0)","(-40.0, 0.0)","(0.0, -47.0)","(-8, -62)","(-44, 57)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-382, 93)","(-350, 113)",2,4,200,16000
"(-32, -21)","(0.0, 33.0)","(-40.0, 0.0)","(0.0, -48.0)","(-8, -63)","(-44, 56)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-382, 92)","(-350, 113)",2,4,200,16042
"(-32, -22)","(0.0, 32.0)","(-40.0, 0.0)","(0.0, -49.0)","(-8, -64)","(-44, 55)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-382, 91)","(-350, 113)",2,4,200,16083
"(-32, -23)","(0.0, 31.0)","(-40.0, 0.0)","(0.0, -50.0)","(-8, -65)","(-44, 54)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-382, 90)","(-350, 113)",2,4,200,16125
"(-32, -24)","(0.0, 30.0)","(-40.0, 0.0)","(0.0, -51.0)","(-8, -66)","(-44, 53)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-382, 89)","(-350, 113)",2,4,200,16167
"(-31, -24)","(0.0, 30.0)","(-39.0, 0.0)","(0.0, -51.0)","(-7, -66)","(-43, 53)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-381, 89)","(-350, 113)",1,4,200,16208
"(-30, -24)","(0.0, 30.0)","(-38.0, 0.0)","(0.0, -51.0)","(-6, -66)","(-42, 53)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-380, 89)","(-350, 113)",1,4,200,16250
"(-29, -24)","(0.0, 30.0)","(-37.0, 0.0)","(0.0, -51.0)","(-5, -66)","(-41, 53)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-379, 89)","(-350, 113)",1,4,200,16291
"(-28, -24)","(0.0, 30.0)","(-36.0, 0.0)","(0.0, -51.0)","(-4, -66)","(-40, 53)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-378, 89)","(-350, 113)",1,4,200,16333
"(-27, -24)","(0.0, 30.0)","(-35.0, 0.0)","(0.0, -51.0)","(-39, 53)","(-3, -66)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-377, 89)","(-350, 113)",1,4,200,16375
"(-26, -24)","(0.0, 30.0)","(-34.0, 0.0)","(0.0, -51.0)","(-38, 53)","(-2, -66)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-376, 89)","(-350, 113)",1,4,200,16416
"(-25, -24)","(0.0, 30.0)","(-33.0, 0.0)","(0.0, -51.0)","(-37, 53)","(-1, -66)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-375, 89)","(-350, 113)",1,4,200,16458
"(-24, -24)","(0.0, 30.0)","(-32.0, 0.0)","(0.0, -51.0)","(-36, 53)","(0, -66)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-374, 89)","(-350, 113)",1,4,200,16500
"(-23, -24)","(0.0, 30.0)","(-31.0, 0.0)","(0.0, -51.0)","(-35, 53)","(0.0, -66.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-373, 89)","(-350, 113)",1,4,200,16541
"(-22, -24)","(0.0, 30.0)","(-30.0, 0.0)","(0.0, -51.0)","(-34, 53)","(0.0, -66.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-372, 89)","(-350, 113)",1,4,200,16583
"(-21, -24)","(-29.0, 0.0)","(0.0, 30.0)","(0.0, -51.0)","(-33, 53)","(0.0, -66.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-371, 89)","(-350, 113)",1,4,200,16624
"(-20, -24)","(-28.0, 0.0)","(0.0, 30.0)","(0.0, -51.0)","(-32, 53)","(0.0, -66.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-370, 89)","(-350, 113)",1,4,200,16666
"(-19, -24)","(-27.0, 0.0)","(0.0, 30.0)","(0.0, -51.0)","(-31, 53)","(0.0, -66.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-369, 89)","(-350, 113)",1,4,200,16708
"(-18, -24)","(-26.0, 0.0)","(0.0, 30.0)","(0.0, -51.0)","(-30, 53)","(0.0, -66.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-368, 89)","(-350, 113)",1,4,200,16749
"(-17, -24)","(-25.0, 0.0)","(0.0, 30.0)","(0.0, -51.0)","(-29, 53)","(0.0, -66.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-367, 89)","(-350, 113)",1,4,200,16791
"(-16, -24)","(-24.0, 0.0)","(0.0, 30.0)","(0.0, -51.0)","(-28, 53)","(0.0, -66.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-366, 89)","(-350, 113)",1,4,200,16833
"(-15, -24)","(-23.0, 0.0)","(0.0, 30.0)","(0.0, -51.0)","(-27, 53)","(0.0, -66.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-365, 89)","(-350, 113)",1,4,200,16874
"(-14, -24)","(-22.0, 0.0)","(0.0, 30.0)","(0.0, -51.0)","(-26, 53)","(0.0, -66.0)","(-8.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(5, 54)","(-57, 34)","(-364, 89)","(-350, 113)",1,4,200,16916
"(-14, -24)","(-21.0, 0.0)","(0.0, 30.0)","(0.0, -51.0)","(-25, 53)","(0.0, -66.0)","(-7.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(6, 54)","(-56, 34)","(-363, 89)","(-349, 113)",1,1,200,16957
"(-14, -24)","(-20.0, 0.0)","(0.0, 30.0)","(0.0, -51.0)","(-24, 53)","(0.0, -66.0)","(-6.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(7, 54)","(-55, 34)","(-362, 89)","(-348, 113)",1,1,200,16999
"(-13, -24)","(-19.0, 0.0)","(0.0, 30.0)","(0.0, -51.0)","(-23, 53)","(0.0, -66.0)","(-6.0, 0.0)","(0.0, -27.0)","(0.0, -42.0)","(7, 54)","(-55, 34)","(-361, 89)","(-348, 113)",1,1,-99800,18999
